id,reputation,creationdate,displayname,views,upvotes,downvotes
20504,101,2013-02-23,mdaguete,0,0,0
20505,1,2013-02-23,stringtheory79,0,0,0
20507,101,2013-02-23,Vitaliy Lebedev,0,0,0
20508,101,2013-02-23,OJ.,0,3,0
20509,101,2013-02-24,John Conde,4,1,0
20510,183,2013-02-24,gaRex,4,6,0
20511,101,2013-02-24,nickleefly,0,0,0
20512,305,2013-02-24,kissgyorgy,12,8,0
20513,1,2013-02-24,Online Selenium Trainer,0,0,0
20514,101,2013-02-24,samwell,1,0,0
20515,1,2013-02-24,Theo,0,0,0
20516,101,2013-02-24,Indika K,0,3,0
20517,1,2013-02-24,user2104451,0,0,0
20518,113,2013-02-24,Jacques Bronkhorst,4,3,0
20519,133,2013-02-24,farewelldave,9,2,0
20520,101,2013-02-24,theandym,0,0,0
20521,1,2013-02-24,ramdemon,1,0,0
20522,1,2013-02-24,Rogue,0,0,0
20523,1,2013-02-24,Aman S. Aneja,0,0,0
20524,171,2013-02-24,Rohit,16,0,0
20526,101,2013-02-25,kjones1876,4,2,0
20527,101,2013-02-25,Babatunde Adeyemi,1,3,0
20528,1,2013-02-25,HoldTheLine,2,0,0
20529,101,2013-02-25,unibasil,0,11,0
20531,1,2013-02-25,tangju,0,0,0
20532,1,2013-02-25,Wootens,0,0,0
20533,21,2013-02-25,Bruce Momjian,4,0,0
20535,333,2013-02-25,Peter Henell,10,60,0
20537,29,2013-02-25,lost,2,0,0
20538,101,2013-02-25,alxs,5,2,0
20539,1,2013-02-25,Jsantos,0,0,0
20541,101,2013-02-25,orjan,0,7,0
20542,101,2013-02-25,manuelpedrera,1,0,0
20543,101,2013-02-25,Konrad Gadzina,1,4,0
20544,1,2013-02-25,user1522951,0,0,0
20545,101,2013-02-25,TEEKAY,2,1,0
20546,101,2013-02-25,eftpotrm,0,1,0
20547,101,2013-02-25,David Dossot,2,1,0
20550,143,2013-02-25,Tristan,5,8,0
20551,23,2013-02-25,Matter,4,0,0
20552,341,2013-02-25,DaveB,14,12,0
20553,74,2013-02-25,user20553,17,0,0
20554,897,2013-02-25,zli89,28,9,0
20555,133,2013-02-25,Gavin Wahl,7,0,0
20556,133,2013-02-25,Sobiaholic,8,0,0
20557,1,2013-02-25,Jake Jackson,1,0,0
20558,1,2013-02-25,sepe,2,0,0
20559,185,2013-02-25,Alex,33,11,0
20560,21,2013-02-25,Robert Shaw,4,0,0
20561,101,2013-02-25,Yann,0,6,0
20562,101,2013-02-25,rockymeza,1,0,0
20563,133,2013-02-25,marklark,1,0,0
20564,101,2013-02-25,hobeau,0,0,0
20565,164,2013-02-25,AceCTO,26,0,0
20566,101,2013-02-25,wjl,1,0,0
20568,1,2013-02-26,user20568,0,0,0
20569,101,2013-02-26,Kurt Raschke,2,0,0
20570,153,2013-02-26,Jastill,1,6,0
20571,71,2013-02-26,Liton Uddin,2,2,0
20572,41,2013-02-26,Javed Sayed,10,0,0
20574,101,2013-02-26,Will,1,0,0
20575,1,2013-02-26,r0kclimb,1,0,0
20576,101,2013-02-26,Prashant Gupta,0,0,0
20577,1,2013-02-26,Rahul,3,0,0
20578,233,2013-02-26,D_Bester,12,1,0
20580,101,2013-02-26,Osh Mansor,2,8,0
20581,101,2013-02-26,Wil Moore III,0,2,0
20583,131,2013-02-26,bddicken,4,1,0
20584,101,2013-02-26,zalun,0,0,0
20585,101,2013-02-26,pigletfly,0,1,0
20586,151,2013-02-26,krolley,4,0,0
20588,1,2013-02-26,Vishal Totare,0,0,0
20589,1529,2013-02-26,Tom,46,30,0
20590,101,2013-02-26,Znarkus,0,1,0
20591,101,2013-02-26,loki,6,0,0
20592,101,2013-02-26,Ankur-m,0,0,0
20593,11,2013-02-26,pan.development,3,0,0
20594,101,2013-02-26,revoua,0,13,0
20595,26,2013-02-26,Jeotics,0,0,0
20596,131,2013-02-26,Silfverstrom,6,0,0
20597,651,2013-02-26,Aslan986,22,8,0
20598,101,2013-02-26,user2106221,8,0,0
20599,263,2013-02-26,Manish Sapkal,24,4,0
20600,126,2013-02-26,acutesoftware,9,10,0
20603,111,2013-02-26,Petr,0,7,0
20604,101,2013-02-26,Dilip,0,0,0
20605,789,2013-02-26,QFDev,48,27,0
20606,101,2013-02-26,PoX,2,5,0
20607,1,2013-02-26,Maharaj,0,0,0
20608,31,2013-02-26,Erxgli,3,0,0
20609,51,2013-02-26,RookieDBA,4,0,0
20610,113,2013-02-26,Marcio Mazzucato,8,59,0
20611,23,2013-02-26,Mike A,1,0,0
20612,99,2013-02-26,Abhijit,5,0,0
20613,1,2013-02-26,Iammesol,0,0,0
20614,1,2013-02-26,Matthew,1,0,0
20615,101,2013-02-26,Thought,1,2,0
20616,101,2013-02-26,kobaltz,4,0,0
20617,101,2013-02-26,Gustav Bertram,0,1,0
20619,25,2013-02-26,Steve Vissault,5,3,0
20620,101,2013-02-26,Gene Gotimer,0,2,0
20621,1,2013-02-26,Ivan Kornienko,0,0,0
20622,43,2013-02-26,t3hn4t3,9,0,0
20623,1,2013-02-26,Norman Kraft,0,0,0
20624,133,2013-02-26,StormeHawke,3,8,0
20625,1,2013-02-26,Greg Lamb,0,0,0
20626,11,2013-02-27,Ishwar,1,0,0
20627,101,2013-02-27,KenJ,0,1,0
20628,101,2013-02-27,polm23,1,5,0
20629,61,2013-02-27,dfd,2,0,0
20630,101,2013-02-27,Jeffrey Nicholson Carré,1,3,0
20632,101,2013-02-27,Mihai Hantea,1,0,0
20634,101,2013-02-27,1nstinct,7,1,0
20635,101,2013-02-27,davidgo,5,16,0
20636,113,2013-02-27,Jevgeni Smirnov,8,1,0
20637,101,2013-02-27,Sandeep Kumar,4,0,0
20638,143,2013-02-27,sharad,6,2,0
20639,9,2013-02-27,user20639,3,0,0
20640,1,2013-02-27,Ben Slayton,1,0,0
20641,161,2013-02-27,SetiSeeker,1,15,0
20642,101,2013-02-27,Gaurav Phapale,0,0,0
20643,181,2013-02-27,Daniel Revell,4,1,0
20644,101,2013-02-27,Renato Rodrigues,1,0,0
20645,101,2013-02-27,Wakka02,0,0,0
20646,101,2013-02-27,rxdazn,1,0,0
20647,111,2013-02-27,fisch,2,0,0
20648,163,2013-02-27,prog_sr08,23,2,0
20649,1,2013-02-27,user20649,3,0,0
20650,101,2013-02-27,Mihai Bujanca,1,0,0
20651,1,2013-02-27,Linkadvitch,0,0,0
20652,11,2013-02-27,pinc,0,0,0
20653,1,2013-02-27,yi wang,1,0,0
20654,101,2013-02-27,Niklas Bjorkman,15,0,0
20655,1,2013-02-27,Vaibhav,0,0,0
20656,101,2013-02-27,Eyad,0,0,0
20657,1,2013-02-27,j03,2,0,0
20658,101,2013-02-27,Caelan,0,0,0
20659,1,2013-02-27,Shannon Duncan,0,0,0
20661,21,2013-02-27,Nimzo,1,0,0
20662,101,2013-02-27,Ian Dunn,0,1,0
20663,101,2013-02-27,muhmud,1,5,0
20664,263,2013-02-27,Mr. Ant,2,4,0
20665,101,2013-02-27,araknoid,2,0,0
20666,117,2013-02-27,xQbert,20,2,0
20667,101,2013-02-27,Dave,1,2,0
20668,101,2013-02-27,chitty,0,0,0
20670,31,2013-02-27,Danielle,2,0,0
20671,123,2013-02-27,periklis,1,7,0
20672,101,2013-02-27,Wolf,7,1,0
20673,101,2013-02-27,Dmitry,0,0,0
20674,101,2013-02-27,Flow,1,2,0
20675,173,2013-02-27,Ruyonga Dan,8,0,0
20676,101,2013-02-27,Robert Giesecke,0,3,0
20677,133,2013-02-28,Steve Wasiura,4,2,0
20678,101,2013-02-28,IanT8,1,0,0
20680,1,2013-02-28,lakechfoma,0,0,0
20681,51,2013-02-28,dhew,2,0,0
20682,1880,2013-02-28,Pieter Geerkens,650,97,36
20683,1,2013-02-28,Himanshu Matta,1,0,0
20684,101,2013-02-28,NetStarter,5,1,0
20685,101,2013-02-28,Anvesh Checka,1,0,0
20686,101,2013-02-28,Ajo Mathew,0,1,0
20687,101,2013-02-28,accfews,1,1,0
20688,111,2013-02-28,Harjeet Jadeja,4,2,0
20689,1,2013-02-28,yee379,0,0,0
20690,185,2013-02-28,Enno Shioji,3,2,0
20691,33,2013-02-28,Daniel Paval,3,0,0
20692,1,2013-02-28,user2099433,0,0,0
20693,133,2013-02-28,favoretti,6,1,0
20694,173,2013-02-28,RLT,19,1,0
20695,49,2013-02-28,Kraig,5,0,0
20697,101,2013-02-28,Dominic Goulet,0,0,0
20698,101,2013-02-28,Mahmut Ali ÖZKURAN,0,1,0
20699,101,2013-02-28,Tobias J,0,20,0
20700,101,2013-02-28,J Collins,1,1,0
20701,143,2013-02-28,User_1403834,1,0,0
20702,11,2013-02-28,user20702,0,0,0
20703,101,2013-02-28,ak112358,0,5,0
20704,101,2013-02-28,Juan Zamudio,0,2,0
20705,101,2013-02-28,runamok,7,2,0
20706,363,2013-02-28,Prashanth Tilleti,27,2,0
20707,1,2013-02-28,Julian Ivanov,3,0,0
20708,1,2013-02-28,esrange,0,0,0
20709,103,2013-02-28,rodrigo-silveira,2,8,0
20710,1,2013-02-28,Jeff,0,0,0
20711,11,2013-02-28,GTT,0,0,0
20712,151,2013-02-28,kd8azz,4,0,0
20713,101,2013-02-28,Darren Kopp,3,0,0
20714,101,2013-02-28,Pat Hermens,0,1,0
20715,101,2013-03-01,PJ.,0,0,0
20716,83,2013-03-01,matikin9,9,1,0
20717,111,2013-03-01,ProgrammerGirl,6,0,0
20718,1,2013-03-01,Backend and Database Engineer,3,0,0
20719,101,2013-03-01,scoota269,0,1,0
20720,161,2013-03-01,Hunt,10,0,0
20722,1,2013-03-01,HasanZayed,1,0,0
20724,125,2013-03-01,dom,8,18,0
20725,121,2013-03-01,benchwarmer,0,1,0
20726,1,2013-03-01,Prasad,0,0,0
20727,573,2013-03-01,Cao Minh Tu,27,8,0
20728,1,2013-03-01,Daniel Volchixin,1,0,0
20729,101,2013-03-01,Arvind Gangwar,5,2,0
20730,101,2013-03-01,Clarice Bouwer,0,2,0
20731,211,2013-03-01,Sam,8,1,0
20732,1,2013-03-01,user1651395,0,0,0
20733,281,2013-03-01,Kitet,25,1,0
20734,173,2013-03-01,Neeru Sharma,15,1,0
20735,1,2013-03-01,Anil Bhat,0,0,0
20736,101,2013-03-01,Maryam,0,0,0
20737,101,2013-03-01,quasar,0,5,0
20738,1,2013-03-01,Pradeep Kanegave,1,0,0
20739,143,2013-03-01,Novellizator,1,2,0
20740,313,2013-03-01,Cate Donoghue,33,8,0
20741,123,2013-03-01,Yagnesh,16,0,0
20742,113,2013-03-01,ATN,2,5,0
20743,100,2013-03-01,Matt,4,32,0
20744,1,2013-03-01,DotNetMX,4,0,0
20745,131,2013-03-01,rootkit,4,1,0
20746,1,2013-03-01,user20746,0,0,0
20747,13,2013-03-01,Vald,3,0,0
20748,101,2013-03-01,dash17291,2,1,0
20749,103,2013-03-01,Paul Lemke,0,18,0
20750,1,2013-03-01,IryDBA2791,1,0,0
20751,101,2013-03-01,Sergey Kuznetsov,0,1,0
20753,113,2013-03-01,CrashOverride,3,0,0
20754,1,2013-03-01,danc403,0,0,0
20755,101,2013-03-01,vittore,2,16,0
20756,101,2013-03-01,nathanvda,3,5,0
20757,101,2013-03-01,Ranjan,0,2,0
20758,227,2013-03-01,RobSiklos,10,32,0
20759,148,2013-03-01,Dumitrescu Bogdan,12,0,0
20760,101,2013-03-01,Sundeep,1,12,0
20761,123,2013-03-01,TOP KEK,2,0,0
20762,101,2013-03-01,Ben,2,0,0
20763,3,2013-03-01,dipdapdop,2,0,0
20764,344,2013-03-01,Dieter DHoker,50,2,0
20765,1,2013-03-01,jstorch,1,0,0
20766,11,2013-03-01,irl,3,0,0
20767,101,2013-03-01,Nathan,1,3,0
20768,11,2013-03-02,barto,2,0,0
20769,336,2013-03-02,Matt,31,2,0
20770,253,2013-03-02,Dharmedra Keshari,10,1,0
20771,1,2013-03-02,D Siva Kumar,0,0,0
20772,111,2013-03-02,fchris82,4,0,0
20773,101,2013-03-02,bogdan,0,0,0
20774,163,2013-03-02,user2080105,3,0,0
20775,101,2013-03-02,Praveen Gowda I V,0,2,0
20776,101,2013-03-02,jeremysawesome,1,0,0
20777,101,2013-03-02,Omid Shariati,11,2,0
20778,39,2013-03-02,FamerJoe,17,0,0
20779,101,2013-03-02,Elliot Lings,0,0,0
20780,1,2013-03-02,anurag,1,0,0
20781,237,2013-03-02,Mara,19,4,0
20783,633,2013-03-02,Mark Tower,15,0,0
20784,101,2013-03-02,Jeroen De Dauw,0,0,0
20786,11,2013-03-02,user20786,1,0,0
20787,1,2013-03-02,HughC,3,0,0
20788,1,2013-03-03,Chris Song,0,0,0
20789,33,2013-03-03,user1847916,2,0,0
20790,101,2013-03-03,bksi,6,7,0
20791,33,2013-03-03,Duncan Fairley,1,3,0
20792,101,2013-03-03,Kasper Sørensen,1,0,0
20793,1,2013-03-03,Kasper Sørensen,0,0,0
20794,1,2013-03-03,TAL,5,0,0
20795,1,2013-03-03,Tom,2,0,0
20796,101,2013-03-03,Jagadisha B S,2,0,0
20797,101,2013-03-03,Viktor,1,0,0
20799,215,2013-03-03,user2061466,21,4,0
20800,33,2013-03-03,Freek Vanraes,15,0,0
20801,101,2013-03-03,Sunishtha Singh,4,0,0
20802,101,2013-03-03,jjeaton,0,8,0
20803,101,2013-03-03,crimbo,2,0,0
20804,1,2013-03-03,user53146,1,0,0
20808,1,2013-03-04,Programming buddy,1,0,0
20809,155,2013-03-04,gab,39,2,0
20811,1,2013-03-04,Avinash,5,0,0
20812,111,2013-03-04,sovanlandy,0,0,0
20813,1,2013-03-04,Terry,1,0,0
20814,21,2013-03-04,Eytan,0,0,0
20815,163,2013-03-04,Nazeem,10,1,0
20816,101,2013-03-04,Jai,4,3,0
20817,101,2013-03-04,Yashesh,0,0,0
20818,111,2013-03-04,Abdulrazzaq Alzayed,0,0,0
20819,101,2013-03-04,Oyeme,0,1,0
20820,101,2013-03-04,AmazingDreams,9,0,0
20821,101,2013-03-04,Dipesh Parmar,0,8,0
20822,135,2013-03-04,Riccardo,6,7,0
20823,101,2013-03-04,Lee,2,1,0
20824,1,2013-03-04,radh007,0,0,0
20825,133,2013-03-04,Greenhorn,15,7,0
20826,243,2013-03-04,Valentin V,12,5,0
20827,1,2013-03-04,librarian,0,0,0
20828,101,2013-03-04,Qrilka,0,0,0
20829,1,2013-03-04,Oleg Tsarev,1,0,0
20830,283,2013-03-04,BogdanSorlea,6,1,0
20832,1001,2013-03-04,Nyxynyx,47,20,0
20833,13,2013-03-04,sm1,2,0,0
20835,111,2013-03-04,Anoop Verma,3,4,0
20836,101,2013-03-04,Falcon,0,1,0
20837,1,2013-03-04,sekhar,1,0,0
20838,101,2013-03-04,Eevee,1,0,0
20839,173,2013-03-04,Lawrence Cooke,4,5,0
20840,335,2013-03-04,jaczjill,11,5,0
20841,251,2013-03-04,Amy B,20,12,0
20842,101,2013-03-04,legacy,2,0,0
20843,1,2013-03-04,WillP,1,0,0
20844,101,2013-03-04,San,0,0,0
20845,101,2013-03-04,Tomanow,2,11,0
20846,101,2013-03-05,guidsdo,4,0,0
20847,165,2013-03-05,sharp12345,3,10,0
20849,11,2013-03-05,Tony,2,0,0
20850,1,2013-03-05,Baxter,0,0,0
20851,11,2013-03-05,patrick.j.goodwin,3,0,0
20852,101,2013-03-05,colboynik,0,0,0
20854,197,2013-03-05,Logan Best,13,0,0
20855,101,2013-03-05,Kevin Seifert,1,0,0
20856,1,2013-03-05,anerjan,0,0,0
20857,101,2013-03-05,xLite,0,0,0
20858,11,2013-03-05,user20858,0,0,0
20859,143,2013-03-05,Shadi S,8,1,0
20860,1,2013-03-05,shital,2,0,0
20861,101,2013-03-05,DarkThrone,1,3,0
20862,163,2013-03-05,Jasper,8,0,0
20863,101,2013-03-05,Marc Fischer,1,0,0
20864,1,2013-03-05,SarahCla,1,0,0
20865,1,2013-03-05,nikaspran,1,0,0
20866,101,2013-03-05,cb0,0,1,0
20867,101,2013-03-05,Zagor23,1,2,0
20868,31,2013-03-05,Sophie Jackson-Lee,8,4,0
20869,1,2013-03-05,lucifer,1,0,0
20871,101,2013-03-05,Attila O.,0,3,0
20872,1,2013-03-05,ayoma uvo,16,0,0
20873,11,2013-03-05,Vikram,0,0,0
20874,1,2013-03-05,Somik,1,0,0
20875,101,2013-03-05,zzzzz,2,0,0
20876,113,2013-03-05,sev3ryn,2,0,0
20877,1604,2013-03-05,RoKa,154,52,17
20878,121,2013-03-05,iafanda,4,0,0
20880,21,2013-03-05,user2119955,8,0,0
20881,269,2013-03-05,Hal50000,10,0,0
20882,131,2013-03-05,JdMR,5,35,0
20883,101,2013-03-05,DanO,1,3,0
20884,101,2013-03-05,Blaise Swanwick,0,1,0
20885,101,2013-03-05,Allon Guralnek,0,2,0
20886,111,2013-03-05,DiscontentDisciple,5,0,0
20887,1,2013-03-05,AtlantaDan,1,0,0
20888,1465,2013-03-05,Ravi,139,5,0
20889,101,2013-03-05,Scott,0,1,0
20890,101,2013-03-05,oluies,0,0,0
20892,31,2013-03-05,Leif Hanson,0,0,0
20893,11,2013-03-05,Rod Gilchrist,2,0,0
20894,101,2013-03-05,dkroy,0,0,0
20895,23,2013-03-05,buddy,1,0,0
20897,101,2013-03-05,SamHuckaby,0,1,0
20898,101,2013-03-05,nuclearpenguin,1,0,0
20899,101,2013-03-05,gm2,0,6,0
20900,1,2013-03-05,Jim Malak,0,0,0
20901,101,2013-03-05,roktechie,0,0,0
20902,21,2013-03-05,TomA,0,0,0
20903,101,2013-03-06,Dream Lane,1,0,0
20904,1,2013-03-06,mike,2,0,0
20905,101,2013-03-06,etech,1,1,0
20906,1,2013-03-06,Farman,1,0,0
20907,173,2013-03-06,user20907,8,2,0
20908,9,2013-03-06,clieu,1,0,0
20909,1,2013-03-06,user2138450,1,0,0
20910,101,2013-03-06,Ryan Kirkman,0,7,0
20911,306,2013-03-06,amitlan,11,0,0
20912,33,2013-03-06,Matthew Dunlop,5,0,0
20913,1,2013-03-06,arbeitandy,0,0,0
20914,101,2013-03-06,foxns7,2,0,0
20915,101,2013-03-06,dirtyhandsphp,1,1,0
20916,101,2013-03-06,ealiaj,0,0,0
20917,101,2013-03-06,CyberDude,3,0,0
20918,101,2013-03-06,FOOM,0,5,0
20919,101,2013-03-06,Srivatsa N,6,0,0
20920,1,2013-03-06,Miguel Suddya,0,0,0
20921,111,2013-03-06,arulraj.net,8,2,0
20922,101,2013-03-06,molnarm,0,22,0
20923,101,2013-03-06,Ivan Koblik,0,1,0
20924,1,2013-03-06,Shekhar,0,0,0
20925,187,2013-03-06,0xCAFEBABE,25,18,0
20926,161,2013-03-06,Abhishek Kumar,9,1,0
20927,83,2013-03-06,Aidan Lawless,5,1,0
20928,101,2013-03-06,Ahmed Kato,0,0,0
20929,101,2013-03-06,DMK,4,2,0
20930,136,2013-03-06,Meherzad,10,0,0
20931,155,2013-03-06,robasta,10,8,0
20932,101,2013-03-06,Wolfgang,0,0,0
20933,151,2013-03-06,Nicholas Shanks,6,2,0
20934,224,2013-03-06,Dave Johnson,18,7,0
20935,113,2013-03-06,Ashay Batwal,11,0,0
20936,183,2013-03-06,GLOIER TECH.,45,0,0
20937,41,2013-03-06,user2063699,2,0,0
20938,1,2013-03-06,Egeri,1,0,0
20939,101,2013-03-06,Kamarey,1,1,0
20940,101,2013-03-06,Tony Boyles,2,0,0
20941,101,2013-03-06,occulus,1,0,0
20942,101,2013-03-06,AdrienBrault,0,2,0
20944,101,2013-03-06,zellus,2,14,0
20945,1,2013-03-06,Serhiy Yakovyn,0,0,0
20946,101,2013-03-06,Eric deRiel,0,2,0
20948,1,2013-03-06,David Rolfe,1,0,0
20949,101,2013-03-06,Petteri H,1,0,0
20950,111,2013-03-06,Daryl,5,1,0
20951,101,2013-03-06,technomalogical,0,3,0
20954,1,2013-03-06,user1532010,0,0,0
20956,151,2013-03-06,Sergei,5,0,0
20957,101,2013-03-06,zvonicek,1,0,0
20959,31,2013-03-06,Cerealkiller050,3,0,0
20960,101,2013-03-06,sequel.learner,3,0,0
20961,103,2013-03-06,Igor Spasic,11,2,0
20962,101,2013-03-06,newspire,0,2,0
20963,111,2013-03-06,csss,2,0,0
20964,101,2013-03-06,teamalpha5441,1,0,0
20965,101,2013-03-06,paul simmons,2,0,0
20966,1,2013-03-06,igy,3,0,0
20967,101,2013-03-07,setzamora,2,13,0
20968,117,2013-03-07,stas,1,2,0
20969,43,2013-03-07,PhilBay,0,0,0
20970,1,2013-03-07,Aflext,1,0,0
20971,111,2013-03-07,Mendel,10,0,0
20972,101,2013-03-07,Jon Pawley,0,0,0
20973,101,2013-03-07,zb,0,0,0
20974,126,2013-03-07,Ofir Winegarten,9,0,0
20975,126,2013-03-07,TheHe,0,1,0
20976,101,2013-03-07,Pyromancer,0,0,0
20977,161,2013-03-07,Mohayemin,7,16,0
20978,133,2013-03-07,gmile,7,7,0
20979,173,2013-03-07,codefreak,7,3,0
20980,117,2013-03-07,zack_falcon,5,1,0
20981,101,2013-03-07,Evan P,1,0,0
20982,11,2013-03-07,Michael Feng,2,0,0
20983,443,2013-03-07,Philipp M,17,20,0
20985,101,2013-03-07,Rostyslav,4,0,0
20986,101,2013-03-07,Tomer W,3,0,0
20987,101,2013-03-07,kisileno,1,0,0
20988,101,2013-03-07,Jonathan,8,0,0
20989,101,2013-03-07,DavRob60,0,7,0
20990,1,2013-03-07,jmn32,0,0,0
20991,391,2013-03-07,JamesLean,8,0,1
20992,11,2013-03-07,apachebeard,43,0,0
20993,123,2013-03-07,hiattp,7,0,0
20994,1,2013-03-07,Chris Clark,4,0,0
20995,3,2013-03-07,David,1,0,0
20996,1,2013-03-07,RedRaider,2,0,0
20998,101,2013-03-07,Shawn,2,3,0
20999,613,2013-03-07,Konrad Garus,23,0,0
21000,121,2013-03-07,Ernest Mueller,1,2,0
21001,101,2013-03-07,Salman von Abbas,1,7,0
21002,111,2013-03-07,Roberto,0,2,0
21003,101,2013-03-07,bperreault,0,9,0
21004,1,2013-03-07,sebmaldo,0,0,0
21005,101,2013-03-07,Ashwin Balamohan,1,5,0
21006,101,2013-03-07,Tommaso,0,1,0
21007,101,2013-03-07,O_O,2,0,0
21008,101,2013-03-07,0x_Anakin,1,0,0
21009,101,2013-03-07,tekumara,0,9,0
21010,123,2013-03-07,Krejko,2,0,0
21011,1313,2013-03-07,Milovan Zogovic,74,10,0
21012,535,2013-03-07,Apocatastasis,20,8,0
21013,153,2013-03-08,Kasey,6,1,0
21014,101,2013-03-08,Blue Waters,0,0,0
21015,101,2013-03-08,James Cassell,0,0,0
21016,101,2013-03-08,Miljenko Barbir,0,0,0
21017,101,2013-03-08,Bryan BJ Hoffpauir Jr.,8,1,0
21018,101,2013-03-08,Saleh,0,2,0
21019,11,2013-03-08,Nick S,2,0,0
21020,101,2013-03-08,xlecoustillier,1,0,0
21021,101,2013-03-08,raghul,0,0,0
21022,1,2013-03-08,Matt T,0,0,0
21023,101,2013-03-08,László van den Hoek,1,2,0
21024,101,2013-03-08,Dumitru Chirutac,1,0,0
21025,101,2013-03-08,Deepak.Aggrawal,2,2,0
21026,46,2013-03-08,Nannek,0,2,0
21027,41,2013-03-08,JDeCarlo,28,0,0
21028,155,2013-03-08,Sergi Juanola,8,4,0
21029,185,2013-03-08,Chris Jones - Belgium,6,0,0
21030,143,2013-03-08,Ilya Cherevkov,16,0,0
21031,101,2013-03-08,knowledge_is_power,0,1,0
21032,1,2013-03-08,Subramanyam,2,0,0
21033,101,2013-03-08,SebasZil,3,0,0
21035,159,2013-03-08,Alexey,17,4,0
21036,1,2013-03-08,Kapil,0,0,0
21037,333,2013-03-08,Adergaard,12,0,1
21038,131,2013-03-08,Marc,2,0,0
21039,129,2013-03-08,bugmagnet,5,7,0
21040,101,2013-03-08,Snuffleupagus,1,9,0
21042,238,2013-03-08,Rachcha,38,40,0
21043,101,2013-03-08,bryan.blackbee,7,0,0
21044,113,2013-03-08,merk,4,1,0
21045,101,2013-03-08,Michael Carman,0,3,0
21046,11,2013-03-08,Aakash,1,0,0
21047,101,2013-03-08,fredrik,3,0,0
21048,148,2013-03-08,Jakub Kania,5,23,0
21049,101,2013-03-08,Dmitriy David Khaykin,3,2,0
21050,167,2013-03-08,Jeff Rosenberg,16,9,0
21051,121,2013-03-09,Harry Muscle,5,0,0
21052,101,2013-03-09,Jason,1,4,0
21053,1,2013-03-09,user21053,0,0,0
21054,101,2013-03-09,sumid,2,0,0
21055,101,2013-03-09,crazylpfan,7,0,0
21056,101,2013-03-09,scanales,0,0,0
21057,111,2013-03-09,wsdookadr,0,2,0
21059,101,2013-03-09,Jesper,0,0,0
21061,116,2013-03-09,Valery Viktorovsky,3,1,0
21062,133,2013-03-09,Matthieu M.,5,13,0
21063,31,2013-03-09,Vitaly Sedelnik,3,0,0
21064,101,2013-03-09,oridan,1,0,0
21065,1,2013-03-09,kaipee,0,0,0
21066,101,2013-03-09,Alex Cook,0,1,0
21067,101,2013-03-09,Bill Hall,4,5,0
21068,141,2013-03-09,Sam,3,6,0
21069,101,2013-03-09,leonardo_assumpcao,3,1,0
21070,101,2013-03-09,LeoHzs,0,0,0
21071,101,2013-03-09,Infensus,0,0,0
21072,121,2013-03-09,Kovge,5,0,0
21073,101,2013-03-09,omencat,0,0,0
21074,11,2013-03-09,David,6,0,0
21075,1,2013-03-09,Toshko Todorov,0,0,0
21076,1,2013-03-09,xandout,1,0,0
21077,133,2013-03-09,hjavaher,3,0,0
21079,71,2013-03-10,Vsjfkvkkc,1,0,0
21080,1,2013-03-10,Ramon Resendiz,3,0,0
21082,101,2013-03-10,Jukka Suomela,0,0,0
21083,2149,2013-03-10,David Aldridge,227,37,6
21085,1,2013-03-10,til_nothing,6,0,0
21086,51,2013-03-10,graz,4,0,0
21087,101,2013-03-10,Danila Polevshchikov,6,1,0
21088,101,2013-03-10,pandoragami,1,0,0
21090,101,2013-03-10,umeboshi,0,0,0
21091,101,2013-03-10,geekuality,0,4,0
21092,23,2013-03-10,Sam,1,0,0
21093,101,2013-03-11,Dana Woodman,2,1,0
21094,1,2013-03-11,devilava,0,0,0
21095,303,2013-03-11,Jeff,13,9,0
21096,101,2013-03-11,william007,1,0,0
21097,119,2013-03-11,AnimaSola,2,0,0
21098,101,2013-03-11,Kyle Coots,2,1,0
21099,101,2013-03-11,Tsimtsum,0,0,0
21100,101,2013-03-11,joneshf,0,6,0
21101,111,2013-03-11,PythonWolf,1,0,0
21102,49,2013-03-11,Batnasan Byambasuren,11,0,0
21103,173,2013-03-11,Thomas Zweifel,1,4,0
21104,1,2013-03-11,Jenandra,0,0,0
21105,101,2013-03-11,rafalmag,0,2,0
21106,101,2013-03-11,Naveen Programmer,4,0,0
21107,101,2013-03-11,Ravaut123,2,7,0
21108,123,2013-03-11,Jamie Forrest,3,2,0
21110,421,2013-03-11,Unsliced,23,6,1
21111,101,2013-03-11,fnkr,0,15,0
21112,101,2013-03-11,twonkeys,1,0,0
21113,131,2013-03-11,Hemant Kumar,3,1,0
21114,101,2013-03-11,Larzan,1,0,0
21115,1,2013-03-11,Liam,0,0,0
21116,101,2013-03-11,PirateGrunt,0,0,0
21117,1,2013-03-11,James Bentley,0,0,0
21119,2034,2013-03-11,Rathish Kumar B,289,29,1
21121,101,2013-03-11,WouterH,0,0,0
21122,189,2013-03-11,Yulia V,18,5,0
21123,101,2013-03-11,Richard Hurt,2,3,0
21124,113,2013-03-11,procma,4,0,0
21125,101,2013-03-11,Jimajamma,3,1,0
21126,101,2013-03-11,RichardC,0,3,0
21127,101,2013-03-11,DarkStar33,1,0,0
21128,1,2013-03-11,merr,0,0,0
21130,101,2013-03-11,Pedro Fialho,1,1,0
21131,21,2013-03-11,Hena,2,0,0
21132,1,2013-03-11,Connorw600,3,0,0
