id,posttypeid,posttype,title,acceptedanswerid,parentid,creationdate,score,viewcount,owneruserid,lasteditoruserid,tags
41906,1,Question,Synchronise data from one table to another & vice-versa using triggers,42007,,2013-05-10,2,5637,23619,1186,<mysql><trigger>
41907,1,Question,Syntax error when trying to import database from two PostgreSQL databases,41925,,2013-05-10,0,727,23627,-1,<postgresql>
41909,1,Question,Use a condition to limit the databases a policy checks,,,2013-05-10,1,295,23625,1186,<sql-server><sql-server-2008-r2>
41914,1,Question,notes / description string in another table in a relational database,41935,,2013-05-10,2,683,23621,-1,<database-design>
41915,1,Question,Whats the most appropriate NLS_SORT parameter to cover all/most European languages?,42003,,2013-05-10,2,303,16031,1186,<oracle><oracle-11g-r2><nls>
41916,1,Question,How to get rows where count() is null?,41951,,2013-05-10,0,567,22762,1186,<mysql><join>
41921,1,Question,Select records that do not have associations outside a certain list,41927,,2013-05-10,1,697,23626,23626,<mysql><select>
41922,2,Answer,,,41881,2013-05-10,2,,1342,1342,
41924,2,Answer,,,41474,2013-05-10,2,,23076,23076,
41925,2,Answer,,,41907,2013-05-10,2,,7788,-1,
41926,2,Answer,,,41880,2013-05-10,2,,993,993,
41927,2,Answer,,,41921,2013-05-10,1,,877,23626,
41930,1,Question,SQL Server-MySQL master-master replication,41999,,2013-05-10,1,3120,23656,2718,<sql-server><mysql><sql-server-2008><replication>
41932,1,Question,How to add additional tables/fields into a query with multiple inner joins?,,,2013-05-10,2,1716,23626,-1,<mysql><join><select>
41933,1,Question,Can a surrogate key and a primary key be in the same table?,,,2013-05-10,0,5583,23630,2718,<database-design><primary-key><data-warehouse><surrogate-key>
41936,1,Question,How to remove all hidden parameters from Oracle Database,41954,,2013-05-10,6,24495,746,119,<oracle><oracle-11g-r2><parameter>
41938,1,Question,Seeting up a PostgreSQL database on another hard drive than my system one on OS X?,41956,,2013-05-10,7,6559,23634,2808,<postgresql><mac-os-x>
41939,1,Question,SSRS 2008 R2 setup issue,,,2013-05-10,0,181,23633,1469,<sql-server><ssrs><ssrs-2008>
41946,1,Question,In place upgrade from MySQL 5.5 to 5.6.11 removes all users from user table,,,2013-05-10,0,5649,23636,877,<mysql><mysql-5.5><upgrade><mysql-5.6>
41947,2,Answer,,,41946,2013-05-10,1,,877,-1,
41948,1,Question,Oracle RAC 11g R2 DB silent install: parameter needed for system class,,,2013-05-10,1,1716,8006,4613,<oracle><installation><rac>
41951,2,Answer,,,41916,2013-05-10,1,,993,993,
41952,1,Question,AlwaysOn Architecture - SQL Server 2012 for creating a dev environment?,41970,,2013-05-10,0,733,23592,1186,<sql-server><sql-server-2012><availability-groups><high-availability><architecture>
41961,1,Question,How to find all positions of a string within another string,41976,,2013-05-10,11,56789,15804,1192,<sql-server><sql-server-2005><string-searching>
41963,1,Question,"How to ""swap"" out production tables",41966,,2013-05-10,3,1854,23599,1186,<mysql><database-design>
41967,1,Question,Restore database with zero size log file,,,2013-05-09,2,3354,23676,1186,<sql-server><backup><restore>
41969,2,Answer,,,41967,2013-05-09,-1,,3801,1186,
41972,1,Question,Order of where clause evaluation,,,2013-05-11,0,393,23456,1186,<mysql><select>
41973,1,Question,passing --single-transaction in mysqldump command line tool,,,2013-05-11,1,3986,21354,993,<mysql><backup><mysqldump>
41974,2,Answer,,,41972,2013-05-11,2,,993,-1,
41976,2,Answer,,,41961,2013-05-11,9,,15427,15427,
41977,2,Answer,,,41938,2013-05-11,8,,7788,7788,
41982,1,Question,how to find similar word with more similarities,51240,,2013-05-11,0,4137,15804,-1,<sql-server><performance><query-performance>
41984,2,Answer,,,30162,2013-05-11,1,,20227,-1,
41987,1,Question,mysql replication successful but slave not replicating,,,2013-05-11,8,36870,23677,20227,<mysql><replication>
41988,2,Answer,,,41987,2013-05-11,-2,,23673,23673,
41992,1,Question,Simple model database transaction log full CHECKPOINT,,,2013-05-12,4,11191,23702,1186,<sql-server-2012><transaction-log>
41993,1,Question,File locations for Full Text Catalogs using SQL Server 2005 on VMware,42005,,2013-05-11,0,600,23672,-1,<sql-server><sql-server-2005><vmware>
41995,1,Question,Drop database locked the server,42009,,2013-05-12,1,2673,9515,-1,<mysql>
41997,2,Answer,,,41961,2013-05-12,17,,1186,1192,
41998,1,Question,Disk space full but logical space available in database,42011,,2013-05-12,5,12531,23679,11530,<sql-server><disk-space><datafile>
42000,2,Answer,,,41998,2013-05-12,1,,11530,5555,
42002,2,Answer,,,41952,2013-05-12,3,,1186,1186,
42007,2,Answer,,,41906,2013-05-12,3,,11651,-1,
42008,1,Question,How to shred .docx XML?,,,2013-05-12,8,992,23683,2718,<sql-server><sql-server-2008><xml>
42009,2,Answer,,,41995,2013-05-12,3,,11651,-1,
42012,1,Question,How can I benchmark a PostgreSQL query?,42013,,2013-05-12,43,32411,9622,9622,<postgresql><benchmark>
42013,2,Answer,,,42012,2013-05-12,35,,3684,3684,
42018,1,Question,Large INSERTs performance optimization,,,2013-05-13,0,3649,23154,-1,<mysql><innodb><optimization><insert><amazon-rds>
42023,1,Question,BM25 (full-text search) implementation in SQL Server,42215,,2013-05-13,7,1036,19080,1469,<sql-server><sql-server-2008-r2><full-text-search>
42030,1,Question,What happen when Postgresql tablespace is null?,,,2013-05-13,3,637,23691,1822,<postgresql><linux><postgresql-9.1>
42032,1,Question,Use select query in function,42033,,2013-05-13,-3,956,23757,2639,<postgresql><postgresql-9.1>
42039,1,Question,distribution.dbo.MSdistribution_history comments explanation,42136,,2013-05-13,0,555,7568,7568,<sql-server><sql-server-2008-r2><replication><transactional-replication>
42043,1,Question,Dealing with empty strings while loading a table from a CSV,,,2013-05-13,2,6144,22266,2808,<mysql><mysql-5.5><csv>
42045,1,Question,How can I enforce data integrity in this model with a M:2 relationship?,42046,,2013-05-13,4,215,23695,993,<sql-server><data-integrity>
42046,2,Answer,,,42045,2013-05-13,4,,993,993,
42051,2,Answer,,,41891,2013-05-13,1,,1342,-1,
42052,1,Question,Is it okay to rename the MySQL data files (FRM) manually?,42053,,2013-05-12,2,2022,22993,-1,<mysql>
42056,1,Question,Change SQL Server settings without restarting services,42060,,2013-05-13,2,1841,23703,-1,<sql-server>
42057,2,Answer,,,42056,2013-05-13,7,,630,630,
42065,1,Question,How to use database users as a foreign key field in any table,,,2013-05-13,0,166,23706,1186,<oracle>
42066,1,Question,Execute a T-SQL job with a different connection string,42081,,2013-05-13,3,3336,23740,2718,<sql-server><sql-server-agent>
42068,1,Question,SQL Server 2012 Simple Recovery Model with LOG_BACKUP log_reuse_wait_desc,42162,,2013-05-13,11,3043,15077,1192,<sql-server><sql-server-2012><transaction-log><recovery-model>
42073,1,Question,How to merge data from 2 databases,,,2013-05-13,-1,2477,23709,993,<sql-server><backup><restore>
42086,1,Question,Error in trigger: table is mutating,,,2013-05-13,1,3428,22906,1186,<oracle><plsql><trigger>
42092,1,Question,How to share resources among accounts?,42154,,2013-05-13,3,321,23722,993,<mysql><database-design>
42093,6,Moderator nomination,,,,2013-05-13,0,,1186,1186,
42101,6,Moderator nomination,,,,2013-05-13,0,,9003,9003,
42104,1,Question,How to check if I am hitting the Express Edition size limit?,,,2013-05-13,10,31979,23727,1186,<sql-server><sql-server-2005><sql-server-express><limits>
42109,2,Answer,,,42104,2013-05-14,6,,12818,-1,
42110,1,Question,How find all the data loaded on previous day?,42111,,2013-05-13,0,1399,774,1186,<oracle>
42111,2,Answer,,,42110,2013-05-14,2,,119,-1,
42119,1,Question,Passing parameters to a procedure executed by DBMS_SCHEDULER,,,2013-05-14,5,32863,23712,2808,<oracle><oracle-11g><plsql><jobs>
42121,1,Question,How to clone a database from one environment to a database on another environment?,,,2013-05-14,0,1001,23733,119,<oracle><oracle-11g-r2><import><export>
42123,1,Question,Stored procedure and prepared statements,42127,,2013-05-14,2,1889,4238,4238,<mysql><stored-procedures><prepared-statement>
42125,1,Question,Validate each parent intermediary is also a parent to itself,,,2013-05-14,-1,215,23613,993,<sql-server><sql-server-2008>
42127,2,Answer,,,42123,2013-05-14,2,,11651,11651,
42128,1,Question,Having too many connection problem,,,2013-05-14,-1,1565,23737,119,<mysql><performance><mysql-5.5>
42131,2,Answer,,,42128,2013-05-14,0,,10079,993,
42133,1,Question,"Two identical MySQL tables, one not using indexes",42137,,2013-05-14,1,194,23741,20227,<mysql><index><myisam><index-tuning>
42134,1,Question,Where and how to store my weird datamart,46951,,2013-05-13,5,579,23777,23777,<sql-server><database-design><performance><data-warehouse><ssrs>
42137,2,Answer,,,42133,2013-05-14,2,,23741,-1,
42139,2,Answer,,,42125,2013-05-14,0,,4238,2660,
42143,1,Question,datetime vs timestamp in mysql 5.5,42150,,2013-05-14,3,1062,22266,2660,<mysql><mysql-5.5><timestamp>
42145,1,Question,What are the host credentials for Enterprise Manager 11g?,,,2013-05-14,1,1396,10961,2808,<oracle><enterprise-manager>
42150,2,Answer,,,42143,2013-05-14,2,,20227,20227,
42152,1,Question,Fixed length text file insert into SQL table,,,2013-05-14,3,6091,23763,20877,<sql-server><ssis><import>
42153,1,Question,Accessing the insert statement which triggers a trigger inside the triggers body,42157,,2013-05-14,1,227,23706,2808,<oracle>
42154,2,Answer,,,42092,2013-05-14,1,,3106,-1,
42157,2,Answer,,,42153,2013-05-14,6,,119,-1,
42158,1,Question,How to do division from select statements in sql server?,42159,,2013-05-14,-1,19437,23766,1186,<sql-server><select>
42159,2,Answer,,,42158,2013-05-14,3,,20877,20877,
42162,2,Answer,,,42068,2013-05-14,11,,15077,1192,
42166,1,Question,Pattern matching and substring replacement in PostgreSQL,42168,,2013-05-14,0,872,23772,23772,<postgresql>
42168,2,Answer,,,42166,2013-05-14,2,,6219,6219,
42173,1,Question,Directory lookup failed during log shipping,42175,,2013-05-14,-1,1324,21741,1186,<sql-server-2008-r2><log-shipping><sharepoint>
42180,1,Question,Left Join not giving desired result,42189,,2013-05-14,-2,238,11313,11313,<sql-server><join>
42185,1,Question,Missing or lost transaction and no errors to show what went wrong,,,2013-05-14,1,3545,3160,1186,<sql-server><sql-server-2012><transaction-log>
42188,1,Question,How can I improve this query?,42192,,2013-05-14,3,167,23775,-1,<mysql><performance><mariadb><query-performance>
42189,2,Answer,,,42180,2013-05-14,7,,1186,1186,
42195,1,Question,InnoDB tablespace critical,,,2013-05-14,4,5809,23786,1192,<mysql><innodb>
42202,1,Question,Mysql: Schema/Query Performance Approach for aggregated mailbox folders,,,2013-05-14,1,362,23790,993,<mysql><schema><aggregate>
42203,1,Question,Oracle UPDATE followed by SELECT in LinqPad,,,2013-05-15,3,903,23720,23720,<oracle><update>
42204,1,Question,How do I use subquery on the same table in MySQL?,48048,,2013-05-15,1,10605,23791,-1,<mysql><mysql-5.5><performance><subquery><query-performance>
42208,2,Answer,,,42185,2013-05-15,1,,34,1822,
42209,1,Question,Improve performance by partitioning,,,2013-05-15,1,2915,20571,2808,<sql-server><performance><sql-server-2012><partitioning>
42215,2,Answer,,,42023,2013-05-15,7,,19080,19080,
42225,1,Question,Manually entering data using Management Studio,42229,,2013-05-15,5,48429,23547,1186,<sql-server-2012><ssms>
42235,1,Question,Auditing specific database events,42254,,2013-05-15,4,3552,22188,1186,<sql-server><sql-server-2008-r2><audit>
42238,1,Question,SQL Server installation prerequisite fails,42244,,2013-05-15,-1,114,23528,1186,<sql-server><setup>
42241,1,Question,String replace using concatenated strings from various columns,42243,,2013-05-15,0,2411,23772,1186,<postgresql><update><pattern-matching>
42242,1,Question,Cannot connect to SQL Server after setting sa password to blank,42258,,2013-05-15,2,3955,23523,1186,<sql-server><sql-server-2008><authentication><password-recovery>
42243,2,Answer,,,42241,2013-05-15,2,,3684,3684,
42244,2,Answer,,,42238,2013-05-15,3,,23804,6219,
42253,2,Answer,,,34235,2013-05-15,1,,23700,23700,
42255,1,Question,Procedure after commit,,,2013-05-15,0,112,5030,20227,<mysql><stored-procedures><view>
42257,2,Answer,,,39793,2013-05-15,7,,2241,2241,
42266,1,Question,skip columns while using LOAD command mysql,42271,,2013-05-15,5,11864,22266,119,<mysql><mysql-5.5>
42269,1,Question,Cant set up witness in Repmgr 2.0,,,2013-05-15,3,2540,23811,119,<postgresql><postgresql-9.1><failover><repmgr>
42273,1,Question,Partitioning and freeing disk space,42619,,2013-05-15,4,14064,23815,23815,<mysql><innodb><partitioning><disk-space>
42274,1,Question,How to rollback the identity seed after deadlock,42281,,2013-05-15,3,2729,21723,23721,<sql-server><deadlock><transaction><identity><rollback>
42276,1,Question,SQL Server clustered index high fragmentation,42282,,2013-05-15,6,14174,23814,23814,<sql-server><index><sql-server-2012><clustered-index><fragmentation>
42277,1,Question,Missing values in INNER JOIN MS-Access?,,,2013-05-15,0,943,135,807,<join><ms-access>
42281,2,Answer,,,42274,2013-05-15,2,,20225,20225,
42283,2,Answer,,,42274,2013-05-15,1,,820,820,
42285,1,Question,Running a query within a scheduled job,,,2013-05-15,2,7445,23821,1186,<sql-server><scheduled-tasks>
42290,1,Question,Configuring PostgreSQL for read performance,43142,,2013-05-15,48,45131,23824,-1,<postgresql><performance><postgresql-9.1><query-performance>
42292,2,Answer,,,42285,2013-05-15,4,,2241,2241,
42295,1,Question,Whats the most effective way to back-up / save data on Oracle 11g large data sets?,,,2013-05-15,0,1533,23829,-1,<oracle><oracle-11g>
42299,1,Question,CREATE DATABASE permission denied in database master,42306,,2013-05-15,4,36468,23837,2718,<sql-server><sql-server-2008-r2>
42300,1,Question,Table partitioning filegroup,42311,,2013-05-15,4,553,20907,119,<sql-server><partitioning>
42311,2,Answer,,,42300,2013-05-16,2,,15077,15077,
42313,1,Question,PL/SQL extremely slow FETCH performance,,,2013-05-16,1,8779,23838,1186,<oracle><plsql>
42319,1,Question,Autogrowth of database and log file,,,2013-05-16,0,1904,23971,1186,<sql-server>
42320,1,Question,Tablespace on ephemeral storage,,,2013-05-16,7,364,24076,24076,<oracle><etl>
42321,1,Question,Issue on mysqldump in MySQL5.6,,,2013-05-16,2,8535,23845,-1,<mysql><mysqldump><mysql-5.6>
42325,2,Answer,,,42319,2013-05-16,7,,708,708,
42326,1,Question,Recommendation for mySQL table structure (no code),42388,,2013-05-16,4,1292,23870,1192,<mysql><database-design>
42328,1,Question,Search speed increase,42329,,2013-05-16,0,129,23926,1186,<php><mysql>
42331,1,Question,How to restore SQL Server 2008 R2 backup to SQL Server 2008,,,2013-05-16,0,13313,11485,807,<sql-server><sql-server-2008><sql-server-2008-r2>
42334,1,Question,Create File Stream Enabled Database in Network File (NAS Server),42335,,2013-05-13,3,727,24183,-1,<sql-server><filestream>
42337,1,Question,Use an Alias in Where Clause Subquery,42348,,2013-05-16,0,24339,14776,1186,<oracle><subquery>
42338,2,Answer,,,42321,2013-05-16,2,,20227,2218,
42344,1,Question,Single quote issue,,,2013-05-16,0,84,23613,9003,<sql-server>
42348,2,Answer,,,42337,2013-05-16,1,,993,993,
42349,1,Question,How to avoid using variables in WHERE clause,42362,,2013-05-16,16,30875,2561,-1,<sql-server><sql-server-2008>
42350,1,Question,Performance Hit when upgrading to Oracle 11gr2,,,2013-05-16,1,559,23855,-1,<oracle><performance><oracle-11g-r2><upgrade>
42352,1,Question,How do DELETE / TRUNCATE affect table / tablespace?,,,2013-05-16,5,4975,23326,-1,<oracle>
42353,1,Question,psql coloured prompt misbehaving,,,2013-05-16,3,162,6219,6219,<postgresql><psql><client>
42354,2,Answer,,,42352,2013-05-16,6,,23860,-1,
42355,1,Question,How to get the information of the optimizer of PostgreSQL?,42374,,2013-05-16,4,190,20554,6219,<postgresql><optimization>
42358,1,Question,SA permissions issues with many nested objects,,,2013-05-16,5,658,1945,119,<sql-server><sql-server-2008-r2><security><permissions><service-broker>
42359,1,Question,Audit full text activity,,,2013-05-16,2,66,23865,1186,<sql-server><sql-server-2008-r2><full-text-search><audit>
42361,2,Answer,,,42359,2013-05-16,1,,8783,-1,
42362,2,Answer,,,42349,2013-05-16,9,,2103,-1,
42364,1,Question,CTE memory space,,,2013-05-16,4,1637,23867,2718,<sql-server><cte>
42366,1,Question,Is it a good practice to create tables dynamically in a site?,42372,,2013-05-16,3,13421,23871,2374,<mysql><best-practices>
42367,1,Question,How to remove leaf member values?,,,2013-05-16,2,67,8968,1469,<sql-server><ssas><dimension>
42368,1,Question,How un-clustered is a CLUSTER USING table in PostgreSQL,42381,,2013-05-16,3,1112,23873,6219,<postgresql><performance><optimization><storage><disk-structures>
42372,2,Answer,,,42366,2013-05-16,8,,23844,23844,
42373,1,Question,Is there a fast way to change column type without dropping the clustered index?,42380,,2013-05-16,3,13211,4817,1186,<sql-server><performance><alter-table><ddl>
42374,2,Answer,,,42355,2013-05-16,4,,82,1822,
42377,1,Question,PostgreSQL group roles,42397,,2013-05-16,6,3686,23869,23869,<postgresql>
42378,2,Answer,,,42377,2013-05-16,0,,15485,-1,
42381,2,Answer,,,42368,2013-05-16,6,,1822,1822,
42384,1,Question,No way to set maximum retrieved rows in pgadmin query tool,42417,,2013-05-17,6,5567,23881,119,<postgresql><pgadmin>
42388,2,Answer,,,42326,2013-05-17,2,,20930,-1,
42392,1,Question,Hierarchical Structure,,,2013-05-17,1,199,23885,1186,<mysql>
42393,1,Question,Get the 2nd or 3rd occurrence of a value in a delimited string,42398,,2013-05-17,11,132841,11178,1186,<sql-server><sql-server-2008>
42395,1,Question,Convert a date to yyyymmdd format,42396,,2013-05-17,7,112555,11178,1192,<sql-server><sql-server-2008><date-format><type-conversion>
42396,2,Answer,,,42395,2013-05-17,16,,15410,-1,
42397,2,Answer,,,42377,2013-05-17,4,,7788,7788,
42398,2,Answer,,,42393,2013-05-17,26,,2103,2103,
42406,1,Question,Cant use SQL Server database on a networkpath,42408,,2013-05-17,1,1763,6830,1822,<sql-server><network>
42407,1,Question,TokuDB/InnoDB Question,,,2013-05-17,1,251,23892,23892,<mysql><innodb><tokudb>
42408,2,Answer,,,42406,2013-05-17,5,,630,-1,
42415,1,Question,When to split a large table,,,2013-05-17,1,714,23895,23895,<database-design><partitioning><insert><sybase-sql-anywhere>
42425,1,Question,Federated tables and triggers,42443,,2013-05-17,5,2825,23899,993,<mysql><trigger><remote><federated-table>
42426,1,Question,Re enable Windows Authetication in SQL Server,,,2013-05-17,6,16837,23897,1186,<sql-server><sql-server-2008><authentication>
42427,2,Answer,,,42426,2013-05-17,5,,708,1192,
42428,2,Answer,,,42426,2013-05-17,4,,2718,1192,
42431,1,Question,Is there a system primary key associated with each row?,,,2013-05-17,0,41,24355,1186,<sql-server-2008><sql-server-2012><sql-server-2000>
42434,1,Question,Database design: Two 1 to many relationships to the same table,42485,,2013-05-17,21,27508,21331,9003,<database-design>
42436,1,Question,Query WHERE clause and JOIN,42440,,2013-05-17,3,26481,21233,1186,<mysql><join>
42440,2,Answer,,,42436,2013-05-17,2,,877,877,
42443,2,Answer,,,42425,2013-05-17,3,,877,877,
42444,2,Answer,,,10190,2013-05-17,7,,10776,10776,
42447,1,Question,Performance of database with transactional data,,,2013-05-17,2,107,23907,-1,<postgresql><performance><performance-tuning>
42448,1,Question,Performance of large queries on low bandwidth connections,,,2013-05-17,2,271,23908,-1,<postgresql><windows>
42451,2,Answer,,,42407,2013-05-17,1,,877,-1,
42457,2,Answer,,,41811,2013-05-17,3,,877,877,
42458,1,Question,"""relation does not exist"" trying to import mysql dump into postgres",42474,,2013-05-17,1,2746,23881,6219,<mysql><postgresql><import>
42459,1,Question,Sudden increase in log_file_sync waits,,,2013-05-17,6,747,10064,10064,<oracle><performance><oracle-11g-r2>
42460,2,Answer,,,42235,2013-05-17,0,,23916,1945,
42463,1,Question,Master/Slave without populating tables,,,2013-05-17,1,335,23918,1186,<mysql><replication><disaster-recovery>
42466,2,Answer,,,21587,2013-05-17,1,,23919,-1,
42468,1,Question,Insert Row With Foreign Key Equal to ID - Circular Reference,42470,,2013-05-17,4,5116,20293,1186,<mysql><foreign-key>
42469,1,Question,Constraints based on other columns,42475,,2013-05-17,8,23725,22960,807,<sql-server><sql-server-2008-r2><constraint>
42470,2,Answer,,,42468,2013-05-17,4,,993,993,
42474,2,Answer,,,42458,2013-05-18,4,,7788,7788,
42475,2,Answer,,,42469,2013-05-18,8,,8783,807,
42477,1,Question,Errors while creating multiple mysql-5.5 instances,,,2013-05-18,2,967,23924,-1,<mysql><mysql-5.5><my.cnf>
42480,2,Answer,,,42477,2013-05-18,1,,20227,20227,
42482,1,Question,Help with best practice of merging databases,,,2013-05-18,2,246,23927,1186,<sql-server-2005><backup><restore><merge>
42486,1,Question,How to make continues cluster?,,,2013-05-18,2,62,23929,1186,<postgresql><index><postgresql-9.1>
42488,1,Question,Data Migration from Oracle to SQL Server,,,2013-05-18,3,15762,23454,119,<sql-server><oracle><sql-server-2012><oracle-11g-r2>
42490,1,Question,Storing history of full/partial tables,,,2013-05-18,6,1425,22385,1186,<mysql><innodb>
42493,1,Question,Allocating 8GB memory to MySQL on a 64bit system,42545,,2013-05-18,4,6302,23933,877,<mysql><innodb><mysql-5><mysql-5.0>
42495,1,Question,How to recover/restore corrupted Innodb data files?,42503,,2013-05-18,5,12808,10314,877,<mysql><recovery><restore>
42496,1,Question,LISTEN / NOTIFY privileges,42507,,2013-05-18,11,1235,22174,22174,<postgresql><postgresql-9.2>
42497,1,Question,Change drive letter (which contains system dbs),42499,,2013-05-18,4,14965,23592,1186,<sql-server><disk-structures><system-databases>
42502,1,Question,Oracle 11g install on Debian Wheezy does not start,42529,,2013-05-18,1,874,23938,23938,<oracle><oracle-11g-r2><installation>
42503,2,Answer,,,42495,2013-05-18,6,,11651,11651,
42505,1,Question,How to Change location of postgres cluster and database within the same machine?,,,2013-05-18,1,3443,23946,10832,<postgresql><linux>
42516,1,Question,MySQL Master/Slave. Actual use of Slave Machine,42523,,2013-05-19,1,696,24085,20227,<mysql><replication>
42517,2,Answer,,,42516,2013-05-19,1,,23950,23950,
42519,6,Moderator nomination,,,,2013-05-19,0,,5555,5555,
42528,1,Question,Clear schema from database without dropping it,,,2013-05-19,5,1650,23273,1186,<sql-server><entity-framework>
42531,1,Question,Is Logical Fragmentation Meaningful in the age of huge SANs?,,,2013-05-19,7,59,7336,7336,<sql-server><fragmentation>
42532,1,Question,format of mysql query log,42551,,2013-05-19,11,16432,20256,-1,<mysql><performance><slow-log>
42534,1,Question,How to create new users for restored databases?,42558,,2013-05-19,2,2208,23958,119,<sql-server><sql-server-2008>
42539,1,Question,Database running out of space,42543,,2013-05-19,3,66923,23959,1186,<sql-server><sql-server-2008><disk-space>
42540,1,Question,How do you create a composite foreign key when key being referenced is also a foreign key,42632,,2013-05-19,2,14831,23988,1186,<sql-server>
42543,2,Answer,,,42539,2013-05-20,10,,1186,1186,
42545,2,Answer,,,42493,2013-05-20,3,,23933,20979,
42548,2,Answer,,,42539,2013-05-20,6,,15410,1186,
42550,2,Answer,,,34879,2013-05-20,0,,7975,7975,
42553,1,Question,Index Seek vs Index Scan,42568,,2013-05-20,68,56982,6268,119,<sql-server><sql-server-2005><performance><index><execution-plan>
42554,2,Answer,,,42553,2013-05-20,7,,1295,1295,
42555,2,Answer,,,42553,2013-05-20,5,,18861,61,
42557,1,Question,Which one to use? InnoDB Replication or MySQL Cluster?,,,2013-05-20,2,3983,23967,23967,<mysql><replication><innodb><ndbcluster>
42562,1,Question,Attaching a database in SSMS gives error,42591,,2013-05-20,5,5680,21862,1186,<sql-server><sql-server-2008-r2><ssms><permissions>
42563,1,Question,Should we periodically refresh the mirrored copy of a SQL Server database?,42605,,2013-05-19,7,616,24003,24003,<sql-server><mirroring>
42567,2,Answer,,,42553,2013-05-20,5,,15143,15143,
42568,2,Answer,,,42553,2013-05-20,79,,61,61,
42569,1,Question,ODBC - how to set up ODBC driver for 2 languages (for different code page),,,2013-05-20,2,256,23972,18861,<sql-server><sql-server-2005><odbc>
42570,1,Question,How to put one table on one disk and anther table on another (a ramdisk)?,42590,,2013-05-20,1,619,7031,14975,<postgresql><tablespaces>
42583,1,Question,Display query which SSMS executes from Interface/WYSIWYG edits,42584,,2013-05-20,2,110,2151,1186,<sql-server><ssms>
42584,2,Answer,,,42583,2013-05-20,4,,1295,1295,
42585,1,Question,Should I use a composite or single-column index?,42586,,2013-05-20,5,1756,23981,1186,<sql-server><sql-server-2008><index>
42587,2,Answer,,,42585,2013-05-20,0,,6344,1186,
42588,1,Question,ORDER BY optimization issue,,,2013-05-20,1,86,4846,1186,<mysql><mysql-5.5><order-by>
42591,2,Answer,,,42562,2013-05-20,13,,1186,1186,
42593,1,Question,whats the fastest method to export a table through sql query ? 11g - performance,,,2013-05-20,-2,6350,23986,-1,<oracle><performance><oracle-11g><query-performance>
42597,1,Question,SQL Server Memory Clerk Description,,,2013-05-20,2,7604,5645,5645,<sql-server><sql-server-2008><sql-server-2012>
42599,1,Question,Query returns no data,,,2013-05-20,-1,6531,23989,1186,<sql-server><sql-server-2008-r2>
42600,2,Answer,,,42599,2013-05-20,6,,1186,1186,
42601,2,Answer,,,40729,2013-05-20,1,,2718,-1,
42603,2,Answer,,,42597,2013-05-20,2,,1295,45616,
42610,1,Question,VarChar to NVarChar causing truncate error,42611,,2013-05-20,0,2768,5736,2718,<sql-server><sql-server-2008-r2><truncate>
42613,1,Question,MySQL Workbench connect to MS Access,,,2013-05-20,2,11306,23996,1186,<mysql><database-design><ms-access>
42614,1,Question,Getting specified network password is not correct when trying to change password,42615,,2013-04-22,4,21667,22908,1186,<sql-server>
42618,1,Question,Do certain string patterns affect query performance on a VARCHAR column?,,,2013-05-20,0,321,23999,23999,<mysql><performance><mysql-5.5><varchar>
42619,2,Answer,,,42273,2013-05-20,1,,877,-1,
42622,2,Answer,,,41282,2013-05-20,0,,1186,1186,
42633,1,Question,Backup very large table,,,2013-05-20,8,6966,24002,2808,<sql-server><sql-server-2008-r2><backup><update>
42635,1,Question,Replicating schema changes between production and development databases,42645,,2013-05-20,1,1148,23995,1186,<sql-server><replication><mirroring><entity-framework>
42646,2,Answer,,,42633,2013-05-20,4,,23325,1186,
42647,1,Question,Use users / logins from another database,42648,,2013-05-20,2,116,24035,1186,<sql-server><security>
42653,2,Answer,,,39833,2013-05-20,12,,21137,21137,
42654,2,Answer,,,41835,2013-05-21,1,,2241,2241,
42656,1,Question,ERROR 13 (HY000) When Creating Database,42664,,2013-05-21,2,5409,24015,119,<mysql><mysql-5.5>
42657,1,Question,"Is it ""legal"" to CREATE and DROP #SomeTable more than once?",42661,,2013-05-21,8,486,171,1186,<sql-server><sql-server-2008-r2><t-sql><ssms>
42659,1,Question,Is this a good strategy for importing a large amount of data and decomposing as an ETL?,,,2013-05-21,4,1623,171,171,<sql-server><sql-server-2008-r2><etl>
42661,2,Answer,,,42657,2013-05-21,11,,1186,1186,
42662,1,Question,Why does fn_my_permissions return empty rowset?,42665,,2013-05-21,-1,1799,7346,1186,<sql-server><sql-server-2012><security><permissions>
42665,2,Answer,,,42662,2013-05-21,3,,1186,1186,
42666,2,Answer,,,42659,2013-05-21,1,,22256,-1,
42668,1,Question,Server permissions of an activation stored procedure of a Server Broker queue,48752,,2013-05-21,5,3428,7346,1186,<sql-server><sql-server-2012><security>
42670,2,Answer,,,42633,2013-05-21,0,,7975,2808,
42672,1,Question,Oracle 11gR2 DBCA installation failing with TNS Lost contact,,,2013-05-21,0,3902,8006,119,<oracle><oracle-11g-r2><linux><installation>
42678,1,Question,"One filegroup, multiple datafiles, how to get list of tables in each file",,,2013-05-21,5,4428,21876,119,<sql-server><sql-server-2008><filegroups>
42679,2,Answer,,,42678,2013-05-21,-2,,24026,418,
42681,1,Question,Percona Node fails to join: Operation not permitted,42689,,2013-05-21,3,2591,12663,12663,<mysql><replication><percona><xtradb-cluster>
42682,1,Question,Approaches for deleting unnecessary records from tables,42728,,2013-05-21,1,2213,23900,-1,<postgresql><delete><truncate>
